amount,Pengeluaran,year,month,day,category_0,category_1,category_2,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_0,type_1,type_2,Cluster
20.0,20000.0,2023,5,3,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,3,False,False,True,True,False,False,False,True,False,False,2
0.0,0.0,2023,5,3,False,False,True,False,False,False,True,False,False,True,2
5.0,5000.0,2023,5,2,True,False,False,False,False,False,True,True,False,False,2
10.0,10000.0,2023,5,2,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,2,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,2,False,False,True,True,False,False,False,False,True,False,2
10.0,10000.0,2023,5,1,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,1,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,4,29,True,False,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,4,29,False,False,True,True,False,False,False,True,False,False,2
100.0,100000.0,2023,4,28,True,False,False,True,False,False,False,False,True,False,3
10.0,10000.0,2023,4,28,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,4,28,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,4,28,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,4,28,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,4,28,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,4,28,False,False,True,True,False,False,False,True,False,False,2
98.0,98000.0,2023,4,27,False,True,False,False,False,False,True,True,False,False,3
30.0,30000.0,2023,4,27,False,True,False,False,False,False,True,True,False,False,1
80.0,80000.0,2023,4,27,False,True,False,True,False,False,False,True,False,False,1
49.0,49000.0,2023,4,27,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,4,27,False,False,True,False,False,False,True,True,False,False,2
20.0,20000.0,2023,4,27,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,4,26,False,False,True,False,True,False,False,True,False,False,1
20.0,20000.0,2023,4,26,False,True,False,False,False,False,True,True,False,False,2
35.0,35000.0,2023,4,26,False,False,True,False,False,False,True,False,True,False,1
10.0,10000.0,2023,4,26,False,False,True,True,False,False,False,True,False,False,2
40.0,40000.0,2023,4,26,False,False,True,False,True,False,False,True,False,False,1
200.0,200000.0,2023,4,26,True,False,False,False,True,False,False,False,True,False,3
200.0,200000.0,2023,4,26,True,False,False,False,False,False,True,True,False,False,3
31.5,31500.0,2023,4,25,False,False,True,False,True,False,False,True,False,False,1
99.0,99000.0,2023,4,25,False,True,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,4,25,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,4,25,False,False,True,False,True,False,False,True,False,False,1
130.64,130640.0,2023,4,25,True,False,False,False,False,False,True,False,True,False,3
31.5,31500.0,2023,4,24,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,4,24,False,False,True,True,False,False,False,True,False,False,2
5.0,5000.0,2023,4,24,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,4,24,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,4,24,False,False,True,False,True,False,False,True,False,False,1
20.0,20000.0,2023,4,24,False,True,False,False,False,False,True,True,False,False,2
30.0,30000.0,2023,4,24,False,True,False,False,False,False,True,True,False,False,1
30.0,30000.0,2023,4,24,False,True,False,True,False,False,False,True,False,False,1
30.0,30000.0,2023,4,24,False,False,True,False,False,False,True,True,False,False,1
20.0,20000.0,2023,4,24,False,False,True,True,False,False,False,True,False,False,2
750.0,750000.0,2023,4,23,True,False,False,False,False,False,True,True,False,False,0
23.6,23600.0,2023,4,23,False,False,True,False,False,False,True,True,False,False,1
35.0,35000.0,2023,4,22,True,False,False,False,False,False,True,False,True,False,1
35.0,35000.0,2023,4,22,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,4,22,True,False,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,4,22,False,False,True,True,False,False,False,True,False,False,2
259.0,259000.0,2023,4,22,True,False,False,False,False,False,True,True,False,False,3
130.0,130000.0,2023,4,22,False,False,True,False,False,False,True,True,False,False,3
7.0,7000.0,2023,4,22,False,False,True,True,False,False,False,False,True,False,2
300.0,300000.0,2023,4,22,False,False,True,False,False,False,True,False,True,False,3
139.0,139000.0,2023,4,22,False,False,True,False,True,False,False,False,True,False,3
35.0,35000.0,2023,4,22,False,False,True,False,False,False,True,False,True,False,1
250.0,250000.0,2023,4,22,False,False,True,True,False,False,False,False,True,False,3
